Name,RewardRate,Category,Amex,MasterCard,Visa,Description
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Lundbergs Handskar & Väskor,0.5000000000,Clothes/Fashion,inactive,active,active,"Lundbergs started in Lund in 1928, back then as a glove factory with its own little shop on the corner of Västra Mårtensgatan and Stora Södergatan where we sold what we manufactured. The store still exists today at the same address. In 1980 we also started selling bags in our glove store. Over the years we have opened a few more stores around Skåne. Today we have eleven stores located in Helsingborg, Malmö, Kristianstad, Ystad, Trelleborg, Arlöv and of course Lund. Lundbergs is a family company named after the glove maker Otto Lundberg, and is owned and operated today by Otto's daughter and granddaughter."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Falun Bergströmsgalleria,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Halmstad Hallarna,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Rituals Växjö Tegnér,0.5000000000,Clothes/Fashion,active,active,inactive,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Östersund Kärnan,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Rituals Täby Centrum,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Lundbergs Handskar & Väskor,0.5000000000,Clothes/Fashion,active,active,active,"Lundbergs started in Lund in 1928, back then as a glove factory with its own little shop on the corner of Västra Mårtensgatan and Stora Södergatan where we sold what we manufactured. The store still exists today at the same address. In 1980 we also started selling bags in our glove store. Over the years we have opened a few more stores around Skåne. Today we have eleven stores located in Helsingborg, Malmö, Kristianstad, Ystad, Trelleborg, Arlöv and of course Lund. Lundbergs is a family company named after the glove maker Otto Lundberg, and is owned and operated today by Otto's daughter and granddaughter."
Rituals Nacka,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Emporia,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Rituals Västermalmsgallerian,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,inactive,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Triangeln,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Rituals Sollentuna Centrum,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals St.Per Gallerian,0.5000000000,Clothes/Fashion,inactive,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Lundbergs Handskar & Väskor,0.5000000000,Clothes/Fashion,inactive,active,active,"Lundbergs started in Lund in 1928, back then as a glove factory with its own little shop on the corner of Västra Mårtensgatan and Stora Södergatan where we sold what we manufactured. The store still exists today at the same address. In 1980 we also started selling bags in our glove store. Over the years we have opened a few more stores around Skåne. Today we have eleven stores located in Helsingborg, Malmö, Kristianstad, Ystad, Trelleborg, Arlöv and of course Lund. Lundbergs is a family company named after the glove maker Otto Lundberg, and is owned and operated today by Otto's daughter and granddaughter."
Rituals Väla Centrum,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Rituals Nova Lund,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Lundbergs Handskar & Väskor,0.5000000000,Clothes/Fashion,inactive,active,active,"Lundbergs started in Lund in 1928, back then as a glove factory with its own little shop on the corner of Västra Mårtensgatan and Stora Södergatan where we sold what we manufactured. The store still exists today at the same address. In 1980 we also started selling bags in our glove store. Over the years we have opened a few more stores around Skåne. Today we have eleven stores located in Helsingborg, Malmö, Kristianstad, Ystad, Trelleborg, Arlöv and of course Lund. Lundbergs is a family company named after the glove maker Otto Lundberg, and is owned and operated today by Otto's daughter and granddaughter."
Rituals Marieberg,0.5000000000,Clothes/Fashion,active,active,active,"Rituals believe happiness can be found in the smallest of things. But all too often our lives are so busy that we forget to enjoy the moment. Rituals mission is to encourage you to slow down once in a while. Inspired by ancient Eastern traditions and with fragrances created by the finest perfumers, Rituals products help you to transform your daily routines like taking a shower, soaking in a warm bath and lighting a candle into more meaningful Rituals."
Synoptik,0.5000000000,Clothes/Fashion,active,active,active,"Vi på Synoptik vill alltid ge dig en positiv upplevelse när du köper glasögon, kontaktlinser och tillbehör. Våra skickliga optiker och glasögonstylister hjälper dig att hitta en lösning som passar din stil och plånbok. Hos Synoptik får du alltid bästa möjliga kvalitet i kombination med ledande teknik."
Nikita Hair Alingsås,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Bromma Blocks,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Center Syd,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Malmö Emporia,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Falun,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Farsta C,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Frölunda Torg,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Galleria Axet,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Galleria Nian,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Ingelsta Shopping,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Jägersro,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Kongahälla,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Kristianstad,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Kupolen,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
Nikita Hair Kärnan Köpcentrum,0.3000000000,Health/Wellness,inactive,active,inactive,"Nikita Hair is the Nordic region's largest and leading hairdressing chain. Through 30 years of doing hair, we have had several million customer visits, and our skilled hairdressers all over the country are ready every day with scissors, combs and good advice to give you ""a great feeling!"" In 1984, Elton John's super hit ""Nikita"" ravaged the radio stations in Norway, and he is thus considered the godfather of the hairy adventure that started with a single hairdressing salon in the town of Tverlandet, outside Bodø. Nikita Hair's founder, Inger Ellen Nicolaisen, has with courage, enthusiasm and passion for building people created history's greatest adventure in Hair & Beauty."
